IPR030789, 3, IPR000725
IPR000820, 2, IPR000276
IPR000826, 2, IPR000276
IPR002234, 3, IPR000826
IPR001274, 4, IPR002234
IPR027809, 5, IPR001274
IPR001644, 4, IPR002234
IPR027345, 3, IPR000826
IPR027347, 3, IPR000826
IPR000921, 2, IPR000276
IPR000929, 2, IPR000276
IPR000497, 3, IPR000929
IPR001413, 3, IPR000929
IPR001620, 3, IPR000929
IPR001922, 3, IPR000929
IPR002185, 3, IPR000929
IPR000995, 2, IPR000276
IPR000502, 3, IPR000995
IPR001065, 3, IPR000995
IPR001183, 3, IPR000995
IPR001432, 3, IPR000995
IPR002228, 3, IPR000995
IPR001069, 2, IPR000276
IPR001350, 2, IPR000276
IPR001402, 2, IPR000276
IPR001416, 2, IPR000276
IPR001418, 2, IPR000276
IPR000105, 3, IPR001418
IPR000321, 3, IPR001418
IPR000452, 3, IPR001418
IPR001420, 3, IPR001418
IPR001520, 2, IPR000276
IPR001556, 2, IPR000276
IPR001560, 3, IPR001556
IPR001642, 3, IPR001556
IPR001966, 3, IPR001556
IPR001634, 2, IPR000276
IPR000466, 3, IPR001634
IPR001068, 3, IPR001634
IPR001435, 3, IPR001634
IPR001513, 3, IPR001634
IPR001658, 2, IPR000276
IPR027982, 3, IPR001658
IPR027983, 3, IPR001658
IPR001671, 2, IPR000276
IPR000761, 3, IPR001671
IPR001168, 3, IPR001671
IPR001908, 3, IPR001671
IPR000155, 4, IPR001908
IPR000621, 4, IPR001908
IPR002122, 4, IPR001908
IPR001681, 2, IPR000276
IPR000046, 3, IPR001681
IPR000913, 3, IPR001681
IPR001013, 3, IPR001681
IPR001760, 2, IPR000276
IPR000378, 3, IPR001760
IPR000732, 3, IPR001760
IPR000856, 3, IPR001760
IPR001391, 3, IPR001760
IPR001521, 3, IPR001760
IPR001735, 3, IPR001760
IPR002206, 3, IPR001760
IPR001793, 2, IPR000276
IPR001817, 2, IPR000276
IPR000161, 3, IPR001817
IPR000628, 3, IPR001817
IPR001224, 3, IPR001817
IPR002062, 3, IPR001817
IPR001973, 2, IPR000276
IPR002002, 2, IPR000276
IPR002120, 2, IPR000276
IPR002131, 2, IPR000276
IPR002272, 3, IPR002131
IPR002273, 3, IPR002131
IPR002274, 3, IPR002131
IPR002230, 2, IPR000276
IPR000810, 3, IPR002230
IPR001551, 3, IPR002230
IPR002231, 2, IPR000276
IPR000377, 3, IPR002231
IPR000431, 3, IPR002231
IPR000450, 3, IPR002231
IPR000455, 3, IPR002231
IPR000482, 3, IPR002231
IPR000505, 3, IPR002231
IPR000610, 3, IPR002231
IPR001397, 3, IPR002231
IPR002147, 3, IPR002231
IPR027425, 3, IPR002231
IPR002232, 2, IPR000276
IPR002233, 2, IPR000276
IPR000207, 3, IPR002233
IPR000332, 3, IPR002233
IPR000363, 3, IPR002233
IPR000507, 3, IPR002233
IPR000681, 3, IPR002233
IPR000735, 3, IPR002233
IPR001004, 3, IPR002233
IPR001115, 3, IPR002233
IPR001946, 3, IPR002233
IPR002258, 2, IPR000276
IPR002275, 2, IPR000276
IPR002276, 2, IPR000276
IPR002282, 2, IPR000276
IPR002962, 2, IPR000276
IPR032972, 3, IPR002962
IPR003904, 2, IPR000276
IPR003905, 2, IPR000276
IPR003909, 2, IPR000276
IPR003912, 2, IPR000276
IPR000935, 3, IPR003912
IPR002281, 3, IPR003912
IPR003943, 3, IPR003912
IPR003944, 3, IPR003912
IPR003980, 2, IPR000276
IPR003981, 2, IPR000276
IPR003982, 3, IPR003981
IPR003983, 3, IPR003981
IPR003984, 2, IPR000276
IPR003985, 3, IPR003984
IPR003986, 3, IPR003984
IPR004061, 2, IPR000276
IPR000987, 3, IPR004061
IPR004062, 3, IPR004061
IPR004063, 3, IPR004061
IPR004064, 3, IPR004061
IPR005386, 3, IPR004061
IPR004065, 2, IPR000276
IPR002277, 3, IPR004065
IPR004066, 3, IPR004065
IPR005385, 3, IPR004065
IPR004071, 2, IPR000276
IPR013310, 3, IPR004071
IPR013311, 3, IPR004071
IPR005388, 2, IPR000276
IPR005389, 2, IPR000276
IPR005390, 2, IPR000276
IPR005391, 3, IPR005390
IPR005392, 3, IPR005390
IPR005394, 2, IPR000276
IPR005395, 2, IPR000276
IPR005396, 3, IPR005395
IPR005397, 3, IPR005395
IPR005464, 2, IPR000276
IPR005466, 2, IPR000276
IPR008102, 2, IPR000276
IPR008103, 2, IPR000276
IPR008109, 2, IPR000276
IPR008112, 2, IPR000276
IPR008361, 2, IPR000276
IPR004047, 3, IPR008361
IPR008362, 3, IPR008361
IPR008365, 2, IPR000276
IPR000141, 3, IPR008365
IPR000370, 3, IPR008365
IPR000376, 3, IPR008365
IPR001105, 3, IPR008365
IPR001244, 3, IPR008365
IPR000265, 4, IPR001244
IPR000154, 5, IPR000265
IPR001481, 5, IPR000265
IPR003304, 5, IPR000265
IPR000708, 4, IPR001244
IPR001758, 4, IPR001244
IPR001923, 3, IPR008365
IPR009126, 2, IPR000276
IPR000314, 3, IPR009126
IPR000596, 3, IPR009126
IPR009132, 2, IPR000276
IPR009133, 3, IPR009132
IPR009150, 2, IPR000276
IPR027348, 3, IPR009150
IPR027349, 3, IPR009150
IPR013312, 2, IPR000276
IPR013313, 3, IPR013312
IPR022347, 2, IPR000276
IPR022335, 3, IPR022347
IPR022348, 3, IPR022347
IPR026234, 2, IPR000276
IPR026221, 3, IPR026234
IPR026228, 3, IPR026234
IPR026230, 3, IPR026234
IPR026232, 3, IPR026234
IPR026233, 3, IPR026234
IPR027313, 3, IPR026234
IPR027336, 3, IPR026234
IPR027338, 3, IPR026234
IPR027344, 3, IPR026234
IPR028328, 3, IPR026234
IPR027294, 2, IPR000276
IPR027669, 2, IPR000276
IPR027676, 2, IPR000276
IPR027677, 2, IPR000276
IPR028016, 2, IPR000276
IPR028017, 2, IPR000276
IPR028334, 2, IPR000276
IPR028335, 2, IPR000276
IPR028336, 2, IPR000276
IPR000277, 1, None
IPR006233, 2, IPR000277
IPR006234, 2, IPR000277
IPR006235, 2, IPR000277
IPR006237, 2, IPR000277
IPR006238, 2, IPR000277
IPR009651, 2, IPR000277
IPR011821, 2, IPR000277
IPR000286, 1, None
IPR003084, 2, IPR000286
IPR003085, 2, IPR000286
IPR017320, 2, IPR000286
IPR030703, 3, IPR017320
IPR017321, 2, IPR000286
IPR000292, 1, None
IPR023999, 2, IPR000292
IPR000305, 1, None
IPR027299, 2, IPR000305
IPR000307, 1, None
IPR000315, 1, None
IPR020457, 2, IPR000315
IPR000333, 1, None
IPR015770, 2, IPR000333
IPR015771, 2, IPR000333
IPR017194, 2, IPR000333
IPR000337, 1, None
IPR000162, 2, IPR000337
IPR000112, 3, IPR000162
IPR000144, 3, IPR000162
IPR001234, 3, IPR000162
IPR001458, 3, IPR000162
IPR001786, 3, IPR000162
IPR001883, 3, IPR000162
IPR004073, 2, IPR000337
IPR000358, 1, None
IPR026494, 2, IPR000358
IPR000362, 1, None
IPR004708, 2, IPR000362
IPR004769, 2, IPR000362
IPR005677, 2, IPR000362
IPR009049, 2, IPR000362
IPR012789, 2, IPR000362
IPR000369, 1, None
IPR005424, 2, IPR000369
IPR005425, 2, IPR000369
IPR000374, 1, None
IPR016720, 2, IPR000374
IPR000380, 1, None
IPR005736, 2, IPR000380
IPR005738, 2, IPR000380
IPR028612, 2, IPR000380
IPR005733, 3, IPR028612
IPR005739, 3, IPR028612
IPR000388, 1, None
IPR000844, 2, IPR000388
IPR001475, 2, IPR000388
IPR000390, 1, None
IPR023737, 2, IPR000390
IPR023740, 2, IPR000390
IPR000391, 1, None
IPR017640, 2, IPR000391
IPR017641, 2, IPR000391
IPR023712, 2, IPR000391
IPR000392, 1, None
IPR005971, 2, IPR000392
IPR005977, 2, IPR000392
IPR010246, 2, IPR000392
IPR000402, 1, None
IPR015565, 2, IPR000402
IPR000407, 1, None
IPR017227, 2, IPR000407
IPR000412, 1, None
IPR005981, 2, IPR000412
IPR022403, 2, IPR000412
IPR000415, 1, None
IPR029478, 2, IPR000415
IPR029479, 2, IPR000415
IPR019943, 3, IPR029479
IPR020051, 3, IPR029479
IPR000424, 1, None
IPR011344, 2, IPR000424
IPR017084, 2, IPR000424
IPR023646, 2, IPR000424
IPR000425, 1, None
IPR015685, 2, IPR000425
IPR015686, 2, IPR000425
IPR016697, 2, IPR000425
IPR023265, 3, IPR016697
IPR023266, 3, IPR016697
IPR031145, 3, IPR016697
IPR023254, 2, IPR000425
IPR023274, 2, IPR000425
IPR023275, 2, IPR000425
IPR023276, 2, IPR000425
IPR023277, 2, IPR000425
IPR023743, 2, IPR000425
IPR026252, 2, IPR000425
IPR000439, 1, None
IPR020926, 2, IPR000439
IPR000440, 1, None
IPR023043, 2, IPR000440
IPR000447, 1, None
IPR017752, 2, IPR000447
IPR000451, 1, None
IPR011363, 2, IPR000451
IPR030495, 2, IPR000451
IPR030496, 2, IPR000451
IPR030497, 2, IPR000451
IPR030503, 2, IPR000451
IPR030505, 2, IPR000451
IPR000454, 1, None
IPR005953, 2, IPR000454
IPR017708, 3, IPR005953
IPR000460, 1, None
IPR030022, 2, IPR000460
IPR030023, 2, IPR000460
IPR030025, 2, IPR000460
IPR000462, 1, None
IPR004533, 2, IPR000462
IPR016271, 3, IPR004533
IPR026475, 3, IPR004533
IPR004570, 2, IPR000462
IPR023762, 3, IPR004570
IPR014387, 2, IPR000462
IPR014472, 2, IPR000462
IPR026027, 2, IPR000462
IPR000467, 1, None
IPR026822, 2, IPR000467
IPR000471, 1, None
IPR015588, 2, IPR000471
IPR000483, 1, None
IPR031635, 2, IPR000483
IPR000484, 1, None
IPR005781, 2, IPR000484
IPR005867, 2, IPR000484
IPR005868, 2, IPR000484
IPR005871, 2, IPR000484
IPR000500, 1, None
IPR002260, 2, IPR000500
IPR002261, 2, IPR000500
IPR002262, 2, IPR000500
IPR002263, 2, IPR000500
IPR002264, 2, IPR000500
IPR002265, 2, IPR000500
IPR002266, 2, IPR000500
IPR002267, 2, IPR000500
IPR002268, 2, IPR000500
IPR002269, 2, IPR000500
IPR002270, 2, IPR000500
IPR002271, 2, IPR000500
IPR000515, 1, None
IPR010065, 2, IPR000515
IPR000522, 1, None
IPR022410, 2, IPR000522
IPR023691, 2, IPR000522
IPR000529, 1, None
IPR020814, 2, IPR000529
IPR000537, 1, None
IPR006369, 2, IPR000537
IPR016315, 3, IPR006369
IPR006370, 2, IPR000537
IPR031103, 3, IPR006370
IPR006371, 2, IPR000537
IPR006372, 2, IPR000537
IPR011799, 3, IPR006372
IPR023547, 2, IPR000537
IPR026046, 2, IPR000537
IPR004657, 3, IPR026046
IPR011937, 3, IPR026046
IPR000549, 1, None
IPR016370, 2, IPR000549
IPR017493, 3, IPR016370
IPR017494, 3, IPR016370
IPR017492, 2, IPR000549
IPR000568, 1, None
IPR017692, 2, IPR000568
IPR000577, 1, None
IPR005929, 2, IPR000577
IPR005999, 2, IPR000577
IPR006000, 2, IPR000577
IPR006002, 2, IPR000577
IPR006003, 2, IPR000577
IPR013450, 2, IPR000577
IPR000581, 1, None
IPR004404, 2, IPR000581
IPR004786, 2, IPR000581
IPR017798, 2, IPR000581
IPR000584, 1, None
IPR005443, 2, IPR000584
IPR005444, 2, IPR000584
IPR008079, 2, IPR000584
IPR000589, 1, None
IPR005290, 2, IPR000589
IPR023029, 2, IPR000589
IPR000597, 1, None
IPR019927, 2, IPR000597
IPR019928, 2, IPR000597
IPR000600, 1, None
IPR004654, 2, IPR000600
IPR023505, 2, IPR000600
IPR023945, 2, IPR000600
IPR030883, 2, IPR000600
IPR000603, 1, None
IPR006889, 2, IPR000603
IPR000605, 1, None
IPR014759, 2, IPR000605
IPR000631, 1, None
IPR030677, 2, IPR000631
IPR000639, 1, None
IPR016292, 2, IPR000639
IPR017209, 2, IPR000639
IPR017727, 2, IPR000639
IPR023489, 2, IPR000639
IPR023594, 2, IPR000639
IPR023791, 2, IPR000639
IPR000641, 1, None
IPR000470, 2, IPR000641
IPR014232, 2, IPR000641
IPR023835, 2, IPR000641
IPR000643, 1, None
IPR027252, 2, IPR000643
IPR000649, 1, None
IPR011559, 2, IPR000649
IPR005250, 3, IPR011559
IPR005251, 3, IPR011559
IPR000652, 1, None
IPR022891, 2, IPR000652
IPR022896, 2, IPR000652
IPR000653, 1, None
IPR012749, 2, IPR000653
IPR032894, 3, IPR012749
IPR020026, 2, IPR000653
IPR022850, 2, IPR000653
IPR026385, 2, IPR000653
IPR030967, 2, IPR000653
IPR000663, 1, None
IPR002406, 2, IPR000663
IPR002407, 2, IPR000663
IPR002408, 2, IPR000663
IPR000665, 1, None
IPR016285, 2, IPR000665
IPR000669, 1, None
IPR023028, 2, IPR000669
IPR000671, 1, None
IPR004411, 2, IPR000671
IPR004419, 2, IPR000671
IPR004420, 2, IPR000671
IPR000682, 1, None
IPR026448, 2, IPR000682
IPR027573, 2, IPR000682
IPR000698, 1, None
IPR033042, 2, IPR000698
IPR000701, 1, None
IPR004224, 2, IPR000701
IPR011138, 2, IPR000701
IPR016002, 3, IPR011138
IPR014312, 2, IPR000701
IPR014314, 2, IPR000701
IPR000702, 1, None
IPR019906, 2, IPR000702
IPR019907, 2, IPR000702
IPR000715, 1, None
IPR003524, 2, IPR000715
IPR012750, 2, IPR000715
IPR000718, 1, None
IPR029727, 2, IPR000718
IPR029733, 2, IPR000718
IPR029734, 2, IPR000718
IPR029735, 2, IPR000718
IPR029736, 2, IPR000718
IPR029737, 2, IPR000718
IPR029738, 2, IPR000718
IPR030082, 2, IPR000718
IPR031122, 2, IPR000718
IPR000734, 1, None
IPR002334, 2, IPR000734
IPR016272, 2, IPR000734
IPR002330, 3, IPR016272
IPR002331, 3, IPR016272
IPR002333, 3, IPR016272
IPR000741, 1, None
IPR023014, 2, IPR000741
IPR000749, 1, None
IPR023660, 2, IPR000749
IPR000753, 1, None
IPR016016, 2, IPR000753
IPR000754, 1, None
IPR019958, 2, IPR000754
IPR023035, 2, IPR000754
IPR000760, 1, None
IPR006239, 2, IPR000760
IPR006240, 2, IPR000760
IPR011809, 2, IPR000760
IPR020552, 2, IPR000760
IPR022337, 2, IPR000760
IPR000764, 1, None
IPR029920, 2, IPR000764
IPR029925, 2, IPR000764
IPR029930, 2, IPR000764
IPR029933, 2, IPR000764
IPR000771, 1, None
IPR006411, 2, IPR000771
IPR006412, 2, IPR000771
IPR011288, 2, IPR000771
IPR023788, 3, IPR011288
IPR023955, 3, IPR011288
IPR011289, 2, IPR000771
IPR000778, 1, None
IPR029650, 2, IPR000778
IPR029653, 2, IPR000778
IPR029654, 2, IPR000778
IPR000788, 1, None
IPR013346, 2, IPR000788
IPR000791, 1, None
IPR030186, 2, IPR000791
IPR000793, 1, None
IPR024034, 2, IPR000793
IPR000798, 1, None
IPR011174, 2, IPR000798
IPR015788, 3, IPR011174
IPR030691, 2, IPR000798
IPR030694, 2, IPR000798
IPR030698, 2, IPR000798
IPR000799, 1, None
IPR029866, 2, IPR000799
IPR029868, 2, IPR000799
IPR000801, 1, None
IPR014186, 2, IPR000801
IPR000805, 1, None
IPR016714, 2, IPR000805
IPR000811, 1, None
IPR011833, 2, IPR000811
IPR011834, 2, IPR000811
IPR000812, 1, None
IPR023484, 2, IPR000812
IPR029529, 2, IPR000812
IPR000814, 1, None
IPR015445, 2, IPR000814
IPR000825, 1, None
IPR010231, 2, IPR000825
IPR011542, 2, IPR000825
IPR000831, 1, None
IPR013335, 2, IPR000831
IPR013368, 2, IPR000831
IPR000832, 1, None
IPR001740, 2, IPR000832
IPR001749, 2, IPR000832
IPR002001, 2, IPR000832
IPR002144, 2, IPR000832
IPR002170, 2, IPR000832
IPR002285, 2, IPR000832
IPR003051, 2, IPR000832
IPR003052, 3, IPR003051
IPR003053, 3, IPR003051
IPR003056, 2, IPR000832
IPR003287, 2, IPR000832
IPR001688, 3, IPR003287
IPR003289, 3, IPR003287
IPR003910, 2, IPR000832
IPR003924, 2, IPR000832
IPR015630, 3, IPR003924
IPR031234, 3, IPR003924
IPR031240, 3, IPR003924
IPR008077, 2, IPR000832
IPR008078, 2, IPR000832
IPR000837, 1, None
IPR029812, 2, IPR000837
IPR029813, 2, IPR000837
IPR029814, 2, IPR000837
IPR029816, 2, IPR000837
IPR029818, 2, IPR000837
IPR029819, 2, IPR000837
IPR029820, 2, IPR000837
IPR000850, 1, None
IPR006259, 2, IPR000850
IPR028586, 3, IPR006259
IPR028585, 4, IPR028586
IPR028587, 3, IPR006259
IPR006266, 2, IPR000850
IPR006267, 2, IPR000850
IPR028582, 3, IPR006267
IPR000851, 1, None
IPR005711, 2, IPR000851
IPR005712, 2, IPR000851
IPR000873, 1, None
IPR010071, 2, IPR000873
IPR000874, 1, None
IPR015674, 2, IPR000874
IPR000875, 1, None
IPR020400, 2, IPR000875
IPR000877, 1, None
IPR022713, 2, IPR000877
IPR000878, 1, None
IPR006362, 2, IPR000878
IPR006363, 2, IPR000878
IPR006364, 2, IPR000878
IPR006366, 2, IPR000878
IPR012818, 2, IPR000878
IPR000883, 1, None
IPR004677, 2, IPR000883
IPR014207, 2, IPR000883
IPR014233, 2, IPR000883
IPR014241, 2, IPR000883
IPR000884, 1, None
IPR000889, 1, None
IPR013376, 2, IPR000889
IPR000890, 1, None
IPR004372, 2, IPR000890
IPR024896, 3, IPR004372
IPR024917, 3, IPR004372
IPR011245, 2, IPR000890
IPR000895, 1, None
IPR014306, 2, IPR000895
IPR030178, 2, IPR000895
IPR000907, 1, None
IPR001246, 2, IPR000907
IPR001885, 2, IPR000907
IPR000911, 1, None
IPR006519, 2, IPR000911
IPR000920, 1, None
IPR029861, 2, IPR000920
IPR029862, 2, IPR000920
IPR029863, 2, IPR000920
IPR029869, 2, IPR000920
IPR029870, 2, IPR000920
IPR029871, 2, IPR000920
IPR029873, 2, IPR000920
IPR000924, 1, None
IPR004514, 2, IPR000924
IPR022861, 3, IPR004514
IPR004526, 2, IPR000924
IPR022888, 3, IPR004526
IPR004527, 2, IPR000924
IPR022380, 2, IPR000924
IPR000932, 1, None
IPR005869, 2, IPR000932
IPR017486, 2, IPR000932
IPR000933, 1, None
IPR016286, 2, IPR000933
IPR028755, 3, IPR016286
IPR000944, 1, None
IPR010242, 2, IPR000944
IPR014290, 2, IPR000944
IPR023761, 2, IPR000944
IPR000945, 1, None
IPR028460, 2, IPR000945
IPR028463, 2, IPR000945
IPR028464, 2, IPR000945
IPR000949, 1, None
IPR031724, 2, IPR000949
IPR000956, 1, None
IPR026729, 2, IPR000956
IPR028834, 2, IPR000956
IPR028835, 2, IPR000956
IPR000961, 1, None
IPR017892, 2, IPR000961
IPR000962, 1, None
IPR020460, 2, IPR000962
IPR000977, 1, None
IPR022865, 2, IPR000977
IPR029710, 2, IPR000977
IPR000979, 1, None
IPR028661, 2, IPR000979
IPR000980, 1, None
IPR014742, 2, IPR000980
IPR000983, 1, None
IPR010054, 2, IPR000983
IPR016940, 2, IPR000983
IPR025922, 2, IPR000983
IPR000988, 1, None
IPR023438, 2, IPR000988
IPR024546, 2, IPR000988
IPR000990, 1, None
IPR031123, 2, IPR000990
IPR000997, 1, None
IPR000908, 2, IPR000997
IPR001445, 2, IPR000997
IPR001011, 1, None
IPR011158, 2, IPR001011
IPR001019, 1, None
IPR000367, 2, IPR001019
IPR000469, 2, IPR001019
IPR000654, 2, IPR001019
IPR001408, 2, IPR001019
IPR002975, 2, IPR001019
IPR002976, 2, IPR001019
IPR001036, 1, None
IPR004763, 2, IPR001036
IPR004764, 2, IPR001036
IPR022831, 2, IPR001036
IPR023931, 2, IPR001036
IPR001038, 1, None
IPR001654, 2, IPR001038
IPR001045, 1, None
IPR015576, 2, IPR001045
IPR025803, 2, IPR001045
IPR030668, 2, IPR001045
IPR001046, 1, None
IPR017187, 2, IPR001046
IPR001050, 1, None
IPR031190, 2, IPR001050
IPR031194, 2, IPR001050
IPR031198, 2, IPR001050
IPR031201, 2, IPR001050
IPR001055, 1, None
IPR011536, 2, IPR001055
IPR001057, 1, None
IPR004662, 2, IPR001057
IPR005715, 2, IPR001057
IPR005766, 3, IPR005715
IPR011529, 3, IPR005715
IPR001058, 1, None
IPR002460, 2, IPR001058
IPR002461, 2, IPR001058
IPR002462, 2, IPR001058
IPR001063, 1, None
IPR005721, 2, IPR001063
IPR005727, 2, IPR001063
IPR001071, 1, None
IPR028634, 2, IPR001071
IPR028636, 2, IPR001071
IPR032941, 2, IPR001071
IPR001085, 1, None
IPR030979, 2, IPR001085
IPR001089, 1, None
IPR027220, 2, IPR001089
IPR027221, 2, IPR001089
IPR027222, 2, IPR001089
IPR027223, 2, IPR001089
IPR027225, 2, IPR001089
IPR028469, 2, IPR001089
IPR001094, 1, None
IPR010199, 2, IPR001094
IPR029758, 3, IPR010199
IPR023206, 2, IPR001094
IPR023208, 2, IPR001094
IPR028879, 2, IPR001094
IPR001096, 1, None
IPR028361, 2, IPR001096
IPR001106, 1, None
IPR005921, 2, IPR001106
IPR005922, 2, IPR001106
IPR031008, 3, IPR005922
IPR022314, 2, IPR001106
IPR031007, 2, IPR001106
IPR001114, 1, None
IPR027509, 2, IPR001114
IPR027529, 2, IPR001114
IPR001123, 1, None
IPR004777, 2, IPR001123
IPR023445, 3, IPR004777
IPR004778, 2, IPR001123
IPR001128, 1, None
IPR002397, 2, IPR001128
IPR030904, 3, IPR002397
IPR030958, 3, IPR002397
IPR031023, 3, IPR002397
